Lower tier local authorities Code,Lower tier local authorities,General health (3 categories) Code,General health (3 categories),Hours worked (5 categories) Code,Hours worked (5 categories),Method used to travel to workplace (12 categories) Code,Method used to travel to workplace (12 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,-8,Does not apply,55114
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2916
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4329
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,3198
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,2419
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,1448
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,6,L12: Semi-routine occupations,4490
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,7,L13: Routine occupations,3998
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,8,L14.1 and L14.2: Never worked and long-term unemployed,19325
E09000030,Tower Hamlets,1,Good health,-8,Does not apply,12,Not in employment or aged 15 years and under,9,L15: Full-time students,24415
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",650
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1099
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,3,L7: Intermediate occupations,331
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,4,L8 and L9: Small employers and own account workers,793
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,5,L10 and L11: Lower supervisory and technical occupations,49
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,6,L12: Semi-routine occupations,169
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,7,L13: Routine occupations,113
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,1,Work mainly at or from home,9,L15: Full-time students,814
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",72
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",291
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",3,L7: Intermediate occupations,128
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",4,L8 and L9: Small employers and own account workers,300
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",5,L10 and L11: Lower supervisory and technical occupations,111
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",6,L12: Semi-routine occupations,382
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",7,L13: Routine occupations,272
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,2,"Underground, metro, light rail, tram",9,L15: Full-time students,629
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",40
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",93
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,3,L7: Intermediate occupations,68
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,4,L8 and L9: Small employers and own account workers,89
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,5,L10 and L11: Lower supervisory and technical occupations,80
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,6,L12: Semi-routine occupations,236
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,7,L13: Routine occupations,128
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,3,Train,9,L15: Full-time students,353
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",14
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",84
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",3,L7: Intermediate occupations,119
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",4,L8 and L9: Small employers and own account workers,72
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",5,L10 and L11: Lower supervisory and technical occupations,43
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",6,L12: Semi-routine occupations,363
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",7,L13: Routine occupations,354
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,4,"Bus, minibus or coach",9,L15: Full-time students,319
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",21
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,3,L7: Intermediate occupations,1
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,4,L8 and L9: Small employers and own account workers,65
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,5,L10 and L11: Lower supervisory and technical occupations,1
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,6,L12: Semi-routine occupations,16
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,7,L13: Routine occupations,8
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,5,Taxi,9,L15: Full-time students,5
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",5
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",3,L7: Intermediate occupations,1
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",4,L8 and L9: Small employers and own account workers,28
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",5,L10 and L11: Lower supervisory and technical occupations,2
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",6,L12: Semi-routine occupations,9
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",7,L13: Routine occupations,14
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,6,"Motorcycle, scooter or moped",9,L15: Full-time students,3
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",39
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",158
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,3,L7: Intermediate occupations,75
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,4,L8 and L9: Small employers and own account workers,548
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,47
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,6,L12: Semi-routine occupations,211
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,7,L13: Routine occupations,162
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,7,Driving a car or van,9,L15: Full-time students,156
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",15
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,3,L7: Intermediate occupations,11
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,4,L8 and L9: Small employers and own account workers,23
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,5,L10 and L11: Lower supervisory and technical occupations,12
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,6,L12: Semi-routine occupations,24
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,7,L13: Routine occupations,23
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,8,Passenger in a car or van,9,L15: Full-time students,31
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",25
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",107
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,3,L7: Intermediate occupations,23
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,4,L8 and L9: Small employers and own account workers,127
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,5,L10 and L11: Lower supervisory and technical occupations,37
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,6,L12: Semi-routine occupations,71
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,7,L13: Routine occupations,106
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,9,Bicycle,9,L15: Full-time students,152
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",39
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",168
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,3,L7: Intermediate occupations,189
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,4,L8 and L9: Small employers and own account workers,163
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,5,L10 and L11: Lower supervisory and technical occupations,66
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,6,L12: Semi-routine occupations,387
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,7,L13: Routine occupations,492
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,10,On foot,9,L15: Full-time students,396
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",33
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",79
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,3,L7: Intermediate occupations,31
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,120
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,27
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,6,L12: Semi-routine occupations,67
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,7,L13: Routine occupations,71
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,11,Other method of travel to work,9,L15: Full-time students,45
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,6,L12: Semi-routine occupations,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,7,L13: Routine occupations,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,1,Part-time: 15 hours or less worked,12,Not in employment or aged 15 years and under,9,L15: Full-time students,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1059
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1631
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,3,L7: Intermediate occupations,626
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,4,L8 and L9: Small employers and own account workers,837
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,5,L10 and L11: Lower supervisory and technical occupations,63
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,6,L12: Semi-routine occupations,313
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,7,L13: Routine occupations,143
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,1,Work mainly at or from home,9,L15: Full-time students,351
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",132
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",511
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",3,L7: Intermediate occupations,346
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",4,L8 and L9: Small employers and own account workers,326
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",5,L10 and L11: Lower supervisory and technical occupations,270
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",6,L12: Semi-routine occupations,768
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",7,L13: Routine occupations,534
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,2,"Underground, metro, light rail, tram",9,L15: Full-time students,513
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",54
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",229
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,3,L7: Intermediate occupations,232
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,4,L8 and L9: Small employers and own account workers,76
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,5,L10 and L11: Lower supervisory and technical occupations,249
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,6,L12: Semi-routine occupations,450
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,7,L13: Routine occupations,301
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,3,Train,9,L15: Full-time students,243
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",35
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",231
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",3,L7: Intermediate occupations,334
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",4,L8 and L9: Small employers and own account workers,115
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",5,L10 and L11: Lower supervisory and technical occupations,174
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",6,L12: Semi-routine occupations,892
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",7,L13: Routine occupations,624
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,4,"Bus, minibus or coach",9,L15: Full-time students,215
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",6
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",21
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,3,L7: Intermediate occupations,11
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,4,L8 and L9: Small employers and own account workers,106
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,5,L10 and L11: Lower supervisory and technical occupations,2
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,6,L12: Semi-routine occupations,11
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,7,L13: Routine occupations,11
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,5,Taxi,9,L15: Full-time students,12
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",10
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",3,L7: Intermediate occupations,3
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",4,L8 and L9: Small employers and own account workers,104
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",5,L10 and L11: Lower supervisory and technical occupations,12
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",6,L12: Semi-routine occupations,13
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",7,L13: Routine occupations,53
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",8,L14.1 and L14.2: Never worked and long-term unemployed,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,6,"Motorcycle, scooter or moped",9,L15: Full-time students,10
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,-8,Does not apply,0
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",148
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",471
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,3,L7: Intermediate occupations,346
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,4,L8 and L9: Small employers and own account workers,1486
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,5,L10 and L11: Lower supervisory and technical occupations,247
E09000030,Tower Hamlets,1,Good health,2,Part-time: 16 to 30 hours worked,7,Driving a car or van,6,L12: Semi-routine occupations,482
